244129.15513, 3,   0.294,  9.912, -0.347, 4,   0.003, -0.002,  0.026
244129.15953, 3,   0.366,  9.816, -0.261, 4,   0.009, -0.004,  0.018
244129.16392, 3,   0.309,  9.831, -0.256, 4,   0.007, -0.001,  0.006
244129.16829, 3,   0.285,  9.869, -0.103, 4,   0.010,  0.012,  0.001
244129.17268, 3,   0.328,  9.768, -0.223, 4,   0.014,  0.010, -0.012
244129.17707, 3,   0.299,  9.869, -0.256, 4,  -0.005,  0.014, -0.013
244129.18144, 3,   0.227,  9.821, -0.146, 4,   0.014,  0.004, -0.006
244129.18583, 3,   0.218,  9.869, -0.275, 4,   0.011,  0.014, -0.017
244129.19023, 3,   0.213,  9.893, -0.294, 4,   0.033,  0.001, -0.006
244129.19462, 3,   0.227,  9.907, -0.247, 4,   0.017,  0.003,  0.001
244129.19899, 3,   0.117,  9.831, -0.390, 4,   0.012, -0.004,  0.017
244129.20338, 3,   0.256,  9.893, -0.362, 4,   0.028, -0.004,  0.018
244129.20777, 3,   0.266,  9.946, -0.223, 4,   0.015,  0.002,  0.038
244129.21214, 3,   0.237,  9.874, -0.457, 4,   0.022,  0.010,  0.045
244129.21653, 3,   0.304,  9.979, -0.342, 4,   0.000, -0.004,  0.035
244129.22093, 3,   0.381,  9.864, -0.165, 4,   0.011, -0.006,  0.045
244129.22529, 3,   0.290,  9.883, -0.227, 4,  -0.003, -0.012,  0.039
244129.22969, 3,   0.362,  9.993, -0.309, 4,  -0.003,  0.001,  0.032
244129.23408, 3,   0.448,  9.816, -0.314, 4,  -0.022, -0.014,  0.037
244129.23844, 3,   0.405,  9.783, -0.156, 4,  -0.027, -0.019,  0.037
244129.24284, 3,   0.500,  9.759, -0.357, 4,  -0.028, -0.010,  0.039
244129.24723, 3,   0.400,  9.821, -0.180, 4,  -0.037,  0.002,  0.022
244129.25160, 3,   0.328,  9.893, -0.242, 4,  -0.024,  0.007,  0.014
244129.25599, 3,   0.237,  9.855, -0.218, 4,  -0.031,  0.011,  0.023
244129.26039, 3,   0.280,  9.893, -0.074, 4,  -0.033,  0.005,  0.027
244129.26475, 3,   0.362,  9.706, -0.156, 4,  -0.005,  0.016,  0.020
244129.26915, 3,   0.304,  9.831, -0.098, 4,  -0.033,  0.016,  0.023
244129.27354, 3,   0.395,  9.888, -0.184, 4,  -0.015,  0.003,  0.024
244129.27790, 3,   0.352,  9.792, -0.122, 4,  -0.021, -0.018,  0.018
244129.28230, 3,   0.452,  9.831, -0.007, 4,  -0.002, -0.033,  0.005
244129.28669, 3,   0.299,  9.701, -0.180, 4,  -0.002, -0.016,  0.010
244129.29106, 3,   0.347,  9.711, -0.060, 4,  -0.028, -0.021, -0.011
244129.29545, 3,   0.352,  9.816, -0.002, 4,  -0.033, -0.020, -0.039
244129.29985, 3,   0.170,  9.687,  0.132, 4,  -0.032,  0.018, -0.053
244129.30421, 3,   0.204,  9.677,  0.199, 4,  -0.026,  0.017, -0.067
244129.30860, 3,   0.122,  9.706,  0.132, 4,  -0.027,  0.055, -0.065
244129.31300, 3,  -0.017,  9.634,  0.113, 4,  -0.027,  0.045, -0.078
244129.31736, 3,   0.036,  9.653,  0.256, 4,   0.009,  0.051, -0.098
244129.32176, 3,   0.065,  9.591,  0.299, 4,   0.016,  0.042, -0.093, 5,  12.936,-45.667,  6.314
244129.32615, 3,   0.017,  9.668,  0.304, 4,   0.032,  0.026, -0.096
244129.33055, 3,   0.017,  9.663,  0.141, 4,   0.042, -0.018, -0.084
244129.33491, 3,  -0.050,  9.778,  0.199, 4,   0.076, -0.039, -0.085
244129.33931, 3,   0.022,  9.663,  0.098, 4,   0.083, -0.060, -0.071
244129.34370, 3,   0.007,  9.649,  0.065, 4,   0.078, -0.056, -0.068
244129.34806, 3,   0.031,  9.744,  0.093, 4,   0.094, -0.072, -0.074
244129.35246, 3,  -0.041,  9.740, -0.189, 4,   0.137, -0.061, -0.070
244129.35685, 3,  -0.055,  9.692, -0.012, 4,   0.131, -0.060, -0.086
244129.36122, 3,  -0.041,  9.673, -0.256, 4,   0.133, -0.039, -0.075
244129.36561, 3,   0.007,  9.720, -0.280, 4,   0.123, -0.030, -0.094
244129.37001, 3,  -0.031,  9.682, -0.213, 4,   0.146, -0.049, -0.080
244129.37437, 3,  -0.132,  9.687, -0.304, 4,   0.145, -0.026, -0.081
244129.37876, 3,  -0.175,  9.787, -0.524, 4,   0.150, -0.028, -0.080
244129.38316, 3,  -0.050,  9.725, -0.510, 4,   0.148, -0.049, -0.080
244129.38752, 3,  -0.122,  9.744, -0.615, 4,   0.168, -0.038, -0.076
244129.39192, 3,  -0.050,  9.931, -0.615, 4,   0.147, -0.047, -0.084
244129.39631, 3,  -0.093,  9.802, -0.879, 4,   0.146, -0.031, -0.062
244129.40068, 3,  -0.065,  9.802, -0.673, 4,   0.130, -0.026, -0.070
244129.40507, 3,  -0.041,  9.850, -0.620, 4,   0.113, -0.045, -0.063
244129.40947, 3,  -0.055,  9.802, -0.754, 4,   0.095, -0.022, -0.047
244129.41383, 3,   0.136,  9.831, -0.903, 4,   0.065, -0.036, -0.051
244129.41822, 3,  -0.093,  9.759, -0.864, 4,   0.051, -0.043, -0.030
244129.42262, 3,  -0.127,  9.874, -0.773, 4,   0.017, -0.031, -0.032
244129.42698, 3,  -0.093,  9.850, -0.644, 4,   0.005, -0.038, -0.015
244129.43138, 3,  -0.189,  9.730, -0.658, 4,  -0.007, -0.017, -0.015
244129.43577, 3,  -0.127,  9.888, -0.840, 4,  -0.023, -0.007, -0.021
244129.44014, 3,  -0.117,  9.749, -0.601, 4,  -0.020,  0.017, -0.003
244129.44453, 3,  -0.098,  9.740, -0.615, 4,  -0.035,  0.025, -0.015
244129.44892, 3,  -0.184,  9.740, -0.596, 4,  -0.046,  0.036, -0.016
244129.45329, 3,  -0.180,  9.725, -0.654, 4,  -0.060,  0.049,  0.009
244129.45768, 3,  -0.213,  9.831, -0.505, 4,  -0.049,  0.051,  0.004
244129.46208, 3,  -0.007,  9.821, -0.558, 4,  -0.052,  0.036,  0.023
244129.46647, 3,  -0.079,  9.792, -0.467, 4,  -0.085,  0.048,  0.031
244129.47084, 3,  -0.113,  9.859, -0.524, 4,  -0.078,  0.030,  0.046
244129.47523, 3,  -0.213,  9.720, -0.429, 4,  -0.073, -0.003,  0.063
244129.47963, 3,  -0.065,  9.773, -0.438, 4,  -0.072, -0.022,  0.077
244129.48399, 3,  -0.026,  9.835, -0.452, 4,  -0.085, -0.034,  0.107
244129.48838, 3,  -0.002,  9.826, -0.352, 4,  -0.086, -0.037,  0.116
244129.49278, 3,   0.117,  9.802, -0.347, 4,  -0.092, -0.026,  0.116
244129.49714, 3,  -0.002,  9.735, -0.309, 4,  -0.099, -0.047,  0.124
244129.50154, 3,   0.093,  9.706, -0.362, 4,  -0.096, -0.033,  0.124
244129.50593, 3,   0.180,  9.764, -0.285, 4,  -0.085, -0.024,  0.120, 5,  12.263,-43.304,  4.684
244129.51030, 3,   0.180,  9.811, -0.357, 4,  -0.070, -0.014,  0.100
244129.51469, 3,   0.242,  9.811, -0.204, 4,  -0.076, -0.005,  0.083
244129.51908, 3,   0.232,  9.797, -0.151, 4,  -0.077, -0.004,  0.084
244129.52345, 3,   0.256,  9.778, -0.103, 4,  -0.060,  0.010,  0.075
244129.52784, 3,   0.366,  9.653, -0.275, 4,  -0.075,  0.027,  0.070
244129.53224, 3,   0.271,  9.682, -0.227, 4,  -0.055,  0.042,  0.054
244129.53660, 3,   0.299,  9.740, -0.256, 4,  -0.038,  0.032,  0.042
244129.54100, 3,   0.299,  9.634, -0.117, 4,  -0.035,  0.035,  0.030
244129.54539, 3,   0.328,  9.629, -0.266, 4,  -0.038,  0.038,  0.017
244129.54975, 3,   0.338,  9.701, -0.079, 4,  -0.021,  0.046,  0.005
244129.55415, 3,   0.218,  9.730, -0.194, 4,  -0.011,  0.031,  0.001
244129.55854, 3,   0.232,  9.720, -0.156, 4,  -0.006,  0.036,  0.000
244129.56291, 3,   0.223,  9.711, -0.012, 4,  -0.010,  0.033, -0.002
244129.56730, 3,   0.237,  9.807, -0.204, 4,  -0.022,  0.028, -0.028
244129.57170, 3,   0.218,  9.668, -0.237, 4,   0.001,  0.038, -0.024
244129.57606, 3,   0.204,  9.792, -0.213, 4,  -0.021,  0.021, -0.016
244129.58046, 3,   0.151,  9.802, -0.213, 4,   0.004,  0.012, -0.028
244129.58485, 3,   0.136,  9.768, -0.055, 4,   0.019,  0.005, -0.032
244129.58921, 3,   0.180,  9.764, -0.127, 4,   0.011,  0.005, -0.039
244129.59361, 3,   0.108,  9.816, -0.156, 4,  -0.011, -0.015, -0.044
244129.59800, 3,   0.165,  9.792, -0.285, 4,   0.004, -0.003, -0.047
244129.60240, 3,   0.041,  9.831, -0.127, 4,  -0.010, -0.006, -0.030
244129.60676, 3,  -0.002,  9.773, -0.251, 4,  -0.015, -0.020, -0.027
244129.61116, 3,  -0.012,  9.898, -0.156, 4,  -0.017, -0.019, -0.022
244129.61555, 3,   0.036,  9.926, -0.113, 4,  -0.013, -0.012, -0.018
244129.61991, 3,   0.093,  9.878, -0.041, 4,  -0.031, -0.006,  0.023
244129.62431, 3,  -0.050,  9.740, -0.256, 4,  -0.024, -0.006,  0.017
244129.62870, 3,   0.084,  9.778, -0.084, 4,  -0.014, -0.015,  0.009
244129.63307, 3,  -0.036,  9.720, -0.117, 4,  -0.029, -0.016,  0.001
244129.63746, 3,   0.031,  9.768, -0.069, 4,  -0.006, -0.023,  0.012
244129.64186, 3,   0.069,  9.907, -0.271, 4,   0.014, -0.028,  0.009
244129.64622, 3,   0.089,  9.898, -0.151, 4,   0.009, -0.015,  0.015
244129.65062, 3,   0.180,  9.807, -0.151, 4,  -0.001,  0.000,  0.010
244129.65501, 3,   0.180,  9.811, -0.251, 4,   0.011, -0.023, -0.006
244129.65937, 3,   0.141,  9.874, -0.366, 4,   0.011,  0.001, -0.014
244129.66377, 3,   0.103,  9.759, -0.189, 4,   0.021,  0.009, -0.029
244129.66816, 3,   0.165,  9.922, -0.180, 4,   0.012,  0.000, -0.016
244129.67253, 3,   0.036,  9.797, -0.261, 4,   0.018,  0.002, -0.040
244129.67692, 3,   0.113,  9.778, -0.184, 4,   0.001,  0.036, -0.020
244129.68132, 3,   0.007,  9.783, -0.156, 4,   0.012,  0.031, -0.030
244129.68568, 3,   0.079,  9.768, -0.136, 4,   0.004,  0.015, -0.021
244129.69007, 3,   0.031,  9.811, -0.156, 4,  -0.036,  0.030, -0.023, 5,  13.104,-43.472,  4.521
244129.69447, 3,   0.002,  9.845, -0.136, 4,  -0.035,  0.035, -0.017
244129.69883, 3,   0.026,  9.754, -0.117, 4,  -0.040,  0.023, -0.011
244129.70323, 3,  -0.012,  9.850, -0.079, 4,  -0.023,  0.003, -0.021
244129.70762, 3,  -0.117,  9.744,  0.113, 4,  -0.049,  0.007, -0.006
244129.71199, 3,   0.026,  9.725,  0.069, 4,  -0.042, -0.004, -0.005
244129.71638, 3,   0.045,  9.725,  0.060, 4,  -0.023,  0.015, -0.010
244129.72078, 3,  -0.002,  9.649,  0.079, 4,  -0.007,  0.028, -0.011
244129.72517, 3,   0.045,  9.759,  0.251, 4,  -0.004,  0.029, -0.011
244129.72953, 3,   0.045,  9.764,  0.026, 4,   0.018,  0.027, -0.016
244129.73393, 3,   0.012,  9.687,  0.079, 4,   0.026,  0.014, -0.014
